transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_21dedbeb,CUST_21319,374471611728065,2024-09-30 00:08:39.725572+00:00,Travel,transport,Hertz,2321.58,BRL,Brazil,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,4dcb972327957833445d71294a7c4b41,196.247.8.137,1,True,0,False,"{'num_transactions': 588, 'total_amount': 153814898.5151807, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3838911.5851774747}",True
TX_a8f4e490,CUST_64605,377788665647959,2024-09-30 00:08:40.023148+00:00,Entertainment,streaming,Apple Music,13749.17,MXN,Mexico,Unknown City,medium,Gold Credit,False,iOS App,mobile,8a4260a2ef3ae39198bd8463f747c77e,113.98.84.165,0,True,0,False,"{'num_transactions': 1053, 'total_amount': 35821629.1984146, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2105736.338768014}",False
TX_cb051dbe,CUST_41978,5334533805152978,2024-09-30 00:08:41.636255+00:00,Travel,booking,Expedia,833096.28,RUB,Russia,Unknown City,medium,Premium Debit,True,Chip Reader,pos,b64c60ee344f13e8fa5f050f6bfd622d,249.26.112.186,1,True,0,False,"{'num_transactions': 274, 'total_amount': 5952551.560739031, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 961942.9637648351}",True
TX_f50eb20f,CUST_86779,370925256341447,2024-09-30 00:08:42.047464+00:00,Entertainment,gaming,PlayStation Store,422.27,USD,USA,Phoenix,medium,Gold Credit,False,Android App,mobile,e04d9786092b233faac9a8db157b744c,69.143.78.230,0,True,0,False,"{'num_transactions': 90, 'total_amount': 317764.12121868256, 'unique_merchants': 58, 'unique_countries': 11, 'max_single_amount': 77517.48634173826}",False
TX_64c58cbf,CUST_74131,373198178450822,2024-09-30 00:08:43.084315+00:00,Retail,online,Shopify Store,1060.78,AUD,Australia,Unknown City,medium,Basic Credit,False,Android App,mobile,a1f7fa7a08c42d6621e39bf7bd53a3c6,73.89.10.64,0,False,0,False,"{'num_transactions': 241, 'total_amount': 4814983.343220409, 'unique_merchants': 89, 'unique_countries': 12, 'max_single_amount': 1007488.8856889188}",False
TX_f44891e0,CUST_50736,5455348361929732,2024-09-30 00:08:44.104780+00:00,Grocery,physical,Safeway,1695.09,BRL,Brazil,Unknown City,medium,Gold Credit,False,Chrome,web,f04be8ab1e7cbec132d51ac193b84f4d,50.116.208.214,0,False,0,False,"{'num_transactions': 498, 'total_amount': 16357105.425284788, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2898772.79555355}",False
TX_d7490ee2,CUST_58150,6487743857767101,2024-09-30 00:08:45.056592+00:00,Entertainment,events,AMC Theaters,300.37,RUB,Russia,Unknown City,medium,Premium Debit,True,NFC Payment,pos,86518fdeb2d9c4f6e7e982a1705b45e2,215.230.161.69,1,True,0,False,"{'num_transactions': 547, 'total_amount': 15581325.712101411, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 5712134.142602762}",True
TX_c533a4c7,CUST_54155,372983320268888,2024-09-30 00:08:45.219181+00:00,Restaurant,fast_food,Taco Bell,1705.2,MXN,Mexico,Unknown City,medium,Basic Credit,False,Safari,web,21e24a096d0f7890f258a97592fad82c,183.172.26.155,0,False,0,False,"{'num_transactions': 665, 'total_amount': 18237281.542978674, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1688059.2211879373}",False
TX_9e0381dd,CUST_55561,376381742634447,2024-09-30 00:08:45.521790+00:00,Gas,major,Mobil,22335.31,RUB,Russia,Unknown City,medium,Basic Debit,False,Safari,web,847b89565e1c7fa9b93b26e322fcd573,221.149.204.118,0,False,0,False,"{'num_transactions': 1001, 'total_amount': 29578299.094795372, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 843076.4094785644}",False
TX_ea40e135,CUST_36643,5561718776717719,2024-09-30 00:08:46.945339+00:00,Restaurant,casual,Olive Garden,137.93,CAD,Canada,Unknown City,medium,Basic Debit,True,Chip Reader,pos,b3ed03fab6d8afbc0266dbbdecc12332,87.126.22.236,1,False,0,False,"{'num_transactions': 713, 'total_amount': 74043898.50492276, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1575746.0888341803}",True
TX_f3c71ced,CUST_27598,5391314607696110,2024-09-30 00:08:49.094546+00:00,Entertainment,gaming,PlayStation Store,11902.05,MXN,Mexico,Unknown City,medium,Gold Credit,False,Chrome,web,d13d95737e224a3094a431c39b7b345c,246.41.154.76,1,True,0,False,"{'num_transactions': 352, 'total_amount': 22334818.6532762, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 3691898.665167812}",True
TX_abeabcf0,CUST_85361,374858997574842,2024-09-30 00:08:49.223491+00:00,Entertainment,events,LiveNation,401.03,USD,USA,New York,large,Basic Credit,False,Edge,web,c941c205525f0d274df1944d4185c524,114.75.69.12,0,True,0,False,"{'num_transactions': 598, 'total_amount': 15714943.40743705, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1172723.5058183682}",False
TX_a2bd4e30,CUST_63724,6846787591302770,2024-09-30 00:08:49.454023+00:00,Restaurant,fast_food,Wendy's,27080.53,NGN,Nigeria,Unknown City,medium,Basic Credit,False,iOS App,mobile,9f6250076197ec105a5b06cf2722c777,79.172.239.94,0,False,0,False,"{'num_transactions': 595, 'total_amount': 54598667.20705496, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1475465.4940884723}",False
TX_7856da05,CUST_43401,377138369272532,2024-09-30 00:08:51.833718+00:00,Gas,local,Highway Gas Stop,21.05,MXN,Mexico,Unknown City,medium,Basic Debit,False,Safari,web,c28ffbada0e014e48df1f19ddd5bc87f,140.119.22.155,1,False,0,False,"{'num_transactions': 5, 'total_amount': 362106.7776468523, 'unique_merchants': 5, 'unique_countries': 3, 'max_single_amount': 360347.9269326379}",True
TX_0ac3add9,CUST_17469,4168248774374537,2024-09-30 00:08:51.921415+00:00,Gas,local,Truck Stop,855339.58,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,26117c1d733a0cbd25f44cd3d5cf4886,234.76.19.104,1,False,0,False,"{'num_transactions': 259, 'total_amount': 8581516.337833187, 'unique_merchants': 91, 'unique_countries': 12, 'max_single_amount': 1878848.1531766562}",True
TX_6c048742,CUST_81564,5865962610479861,2024-09-30 00:08:52.441626+00:00,Entertainment,streaming,Netflix,3690.03,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,55fb402812761cbca052a93af523e24a,131.62.72.203,0,True,0,False,"{'num_transactions': 517, 'total_amount': 14280009.258984458, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 952496.6961141295}",False
TX_dd406690,CUST_64040,374297261314744,2024-09-30 00:08:52.819228+00:00,Entertainment,streaming,Apple Music,51.12,EUR,Germany,Unknown City,medium,Basic Debit,False,Chrome,web,4941aa7aade4d21bd003dadb3c08c485,158.129.142.14,1,True,0,False,"{'num_transactions': 1570, 'total_amount': 30810184.20892056, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1385214.4006096509}",False
TX_ce0b8e04,CUST_20668,372663139847961,2024-09-30 00:08:55.397006+00:00,Retail,online,Amazon,11275.35,MXN,Mexico,Unknown City,medium,Basic Debit,False,iOS App,mobile,2b5431d6946b766fcad1881365b9fbc6,207.84.99.249,0,False,0,False,"{'num_transactions': 27, 'total_amount': 1096529.081508636, 'unique_merchants': 25, 'unique_countries': 8, 'max_single_amount': 945381.1613118992}",False
TX_75c464ef,CUST_92468,373501928102413,2024-09-30 00:08:55.755081+00:00,Retail,online,AliExpress,55773.88,RUB,Russia,Unknown City,medium,Gold Credit,False,Android App,mobile,39c946f2240a46fc15fb3c864863f535,21.92.97.127,0,False,0,False,"{'num_transactions': 1422, 'total_amount': 72277244.52726679, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4706952.28469152}",False
TX_d4dd1a62,CUST_30726,5928935135822331,2024-09-30 00:08:55.898303+00:00,Grocery,online,Walmart Grocery,338.56,EUR,Germany,Unknown City,medium,Gold Credit,False,iOS App,mobile,b2d8a5ff661c2075fbbe25f4badf3ea7,29.155.107.36,0,False,0,False,"{'num_transactions': 1523, 'total_amount': 46007078.85176849, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4624224.095097276}",False
TX_0ac190d3,CUST_53692,6269890873539180,2024-09-30 00:08:57.023937+00:00,Grocery,physical,Publix,378.73,SGD,Singapore,Unknown City,medium,Basic Credit,False,Chrome,web,57736641d0b9b56df0cea9a049d7c4d9,22.234.139.200,0,False,0,False,"{'num_transactions': 494, 'total_amount': 17582890.02838795, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1246317.4684827307}",False
TX_e5bff151,CUST_85892,371681724396542,2024-09-30 00:08:59.045189+00:00,Retail,physical,Walmart,1292.98,EUR,Germany,Unknown City,medium,Platinum Credit,False,Chrome,web,3d4c7f1426877e3f4860ea8ed7fe570f,55.203.150.253,0,False,0,False,"{'num_transactions': 224, 'total_amount': 21617636.854624283, 'unique_merchants': 85, 'unique_countries': 11, 'max_single_amount': 5300695.322868624}",False
TX_3dcb3e49,CUST_71459,4581888049904961,2024-09-30 00:09:01.550625+00:00,Gas,major,Chevron,39316.14,MXN,Mexico,Unknown City,medium,Basic Credit,False,Chrome,web,86aed866e0287d5b846fe3c18479aee0,155.204.43.146,1,False,0,False,"{'num_transactions': 968, 'total_amount': 26267379.250411697, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2324280.362712965}",True
TX_96532d78,CUST_86614,5066395113497980,2024-09-30 00:09:02.015070+00:00,Grocery,physical,Trader Joe's,1239.69,USD,USA,San Antonio,medium,Basic Credit,True,Chip Reader,pos,df31fbd73cf031a80015d6cbda40ce42,155.202.41.251,1,False,0,False,"{'num_transactions': 236, 'total_amount': 11678709.002113033, 'unique_merchants': 89, 'unique_countries': 12, 'max_single_amount': 3243748.907668459}",True
TX_0117ecfe,CUST_86455,5272298257630350,2024-09-30 00:09:02.416566+00:00,Retail,online,AliExpress,55.8,USD,USA,Chicago,large,Basic Debit,False,Android App,mobile,d68824b8e2aa818310d81e1bdb0efe86,86.79.132.155,0,False,0,False,"{'num_transactions': 1663, 'total_amount': 33728127.741732255, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1067743.9745309772}",False
TX_ede9efe3,CUST_79843,5788046314449984,2024-09-30 00:09:04.801841+00:00,Entertainment,events,StubHub,40155.46,JPY,Japan,Unknown City,medium,Gold Credit,False,Firefox,web,d25411356b134019c03c0540b996ef82,22.179.155.230,0,True,0,False,"{'num_transactions': 601, 'total_amount': 40140423.852117136, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 4487843.613041308}",False
TX_cbf12ae2,CUST_39249,4750393862469163,2024-09-30 00:09:05.946467+00:00,Retail,online,eBay,22973.58,MXN,Mexico,Unknown City,medium,Platinum Credit,False,iOS App,mobile,5ceab9240b56f809a80fbf5e66742c89,122.30.209.25,0,False,0,False,"{'num_transactions': 1293, 'total_amount': 68325173.45701262, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5939538.3318807585}",False
TX_75f785ca,CUST_55598,6968326484718974,2024-09-30 00:09:07.254539+00:00,Travel,airlines,Emirates,358.5,GBP,UK,Unknown City,medium,Basic Credit,False,Safari,web,f3011fc70be7366d29feed6c2fa4d4a4,32.208.109.165,0,True,0,False,"{'num_transactions': 1317, 'total_amount': 31775942.857551273, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1315805.4650415066}",False
TX_68c600a9,CUST_73109,378506223025495,2024-09-30 00:09:07.532668+00:00,Retail,physical,Home Depot,528.81,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Safari,web,3f2be15c0a3bfe9ea5bb1f3ff6c0cf95,130.95.229.111,1,False,0,False,"{'num_transactions': 961, 'total_amount': 26625207.538216982, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1562967.12285693}",True
TX_35ee9cdd,CUST_56917,5684881162444504,2024-09-30 00:09:08.228911+00:00,Education,online,Skillshare,1245.62,GBP,UK,Unknown City,medium,Platinum Credit,False,Edge,web,c6278f136de720a770c9167391ade4a9,124.232.145.183,0,False,0,False,"{'num_transactions': 249, 'total_amount': 7327782.761347284, 'unique_merchants': 91, 'unique_countries': 12, 'max_single_amount': 1743321.1088375922}",False
TX_d05fe2ac,CUST_85448,5619083831176126,2024-09-30 00:09:08.551619+00:00,Restaurant,casual,Chili's,184.79,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,04c8638efe9bf2e4252ea1352aef62b4,162.236.89.200,0,False,0,False,"{'num_transactions': 665, 'total_amount': 13287338.475044193, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1273199.3848172647}",False
TX_c1d806b1,CUST_78766,5897641518982067,2024-09-30 00:09:09.626882+00:00,Restaurant,premium,Morton's,1723.48,USD,USA,Houston,large,Platinum Credit,False,Chrome,web,7fd71130eef7c75320232d739c4e7baf,127.9.108.214,1,False,0,False,"{'num_transactions': 367, 'total_amount': 14885940.827274833, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 3455311.9609718383}",False
TX_383b9c7e,CUST_79903,6799096125677377,2024-09-30 00:09:11.955788+00:00,Entertainment,streaming,HBO Max,21883.23,JPY,Japan,Unknown City,medium,Premium Debit,False,Android App,mobile,8ed7da0bb597d747048f0bcab829e3c8,102.114.210.38,1,True,0,False,"{'num_transactions': 1381, 'total_amount': 43995524.54201379, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3964807.1367382123}",False
TX_0867e625,CUST_97038,374587756396838,2024-09-30 00:09:15.035348+00:00,Gas,major,BP,435.9,CAD,Canada,Unknown City,medium,Premium Debit,False,Firefox,web,e0bef54cda342cf8075f0d1db48ad003,73.51.173.0,0,False,0,False,"{'num_transactions': 647, 'total_amount': 18166133.490400046, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 5085169.584570543}",False
TX_1efe8a71,CUST_97834,5302639378559982,2024-09-30 00:09:16.356609+00:00,Education,supplies,Barnes & Noble,34918.11,RUB,Russia,Unknown City,medium,Basic Credit,False,iOS App,mobile,2a7c1d7bbcd2dbb080800b0abc20140c,139.42.49.25,0,False,0,False,"{'num_transactions': 1776, 'total_amount': 84361474.45463519, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4148205.216506835}",False
TX_2dce9217,CUST_23761,375664566744967,2024-09-30 00:09:17.145978+00:00,Education,supplies,University Bookstore,227615.84,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Firefox,web,53e84355f527219593cb6960d4fce8f4,106.116.157.222,1,False,0,False,"{'num_transactions': 618, 'total_amount': 23692974.18343055, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1515653.3505588442}",True
TX_50c08683,CUST_14580,6601243625708462,2024-09-30 00:09:18.281987+00:00,Restaurant,casual,TGI Fridays,748.15,EUR,Germany,Unknown City,medium,Platinum Credit,False,iOS App,mobile,d350f3e7f1bec09e9dc5992180ab8904,244.153.245.105,0,False,0,False,"{'num_transactions': 1041, 'total_amount': 35709419.90043914, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 6042354.931634856}",False
TX_fa2abb33,CUST_85103,5544171665897873,2024-09-30 00:09:18.788532+00:00,Restaurant,premium,Morton's,917.61,BRL,Brazil,Unknown City,medium,Basic Debit,False,Safari,web,ae6936f1c09c72673b71a3770e7ba6e0,198.88.220.214,0,False,0,False,"{'num_transactions': 1617, 'total_amount': 33145083.40039869, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1296876.3775317902}",False
TX_b673d77e,CUST_52095,372089022544574,2024-09-30 00:09:19.045633+00:00,Restaurant,premium,Capital Grille,317.34,EUR,France,Unknown City,medium,Premium Debit,False,Safari,web,1fa32615f6fb13d81962bea075cccc28,131.226.150.202,1,False,0,False,"{'num_transactions': 2, 'total_amount': 341404.0571455543, 'unique_merchants': 2, 'unique_countries': 2, 'max_single_amount': 308822.3848000989}",False
TX_d60073cc,CUST_41307,6558483607430239,2024-09-30 00:09:19.406826+00:00,Education,online,Udemy,389.53,EUR,Germany,Unknown City,medium,Gold Credit,False,Android App,mobile,d787b69b1da45510c1a2ded8558f9b25,52.153.112.95,0,False,0,False,"{'num_transactions': 427, 'total_amount': 14263703.227896199, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 3254092.851544575}",False
TX_ff9a9b1a,CUST_45006,4985387758890299,2024-09-30 00:09:19.447157+00:00,Retail,online,Amazon,647.1,EUR,France,Unknown City,medium,Gold Credit,False,Safari,web,fb43502e0364d123ca7d78942acab5d5,29.250.240.33,0,False,0,False,"{'num_transactions': 558, 'total_amount': 22227090.13070437, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 3000875.3641357417}",False
TX_34e5fdbe,CUST_91730,5298065053637776,2024-09-30 00:09:19.740736+00:00,Gas,local,Highway Gas Stop,674.52,SGD,Singapore,Unknown City,medium,Premium Debit,False,Edge,web,0879c36cc503c5b8ead85f731c13666b,234.115.78.73,0,False,0,False,"{'num_transactions': 3962, 'total_amount': 165175111.90991735, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5949166.705757595}",False
TX_6d36da41,CUST_66308,6603910658721749,2024-09-30 00:09:21.290500+00:00,Healthcare,pharmacy,Walgreens,613.11,CAD,Canada,Unknown City,medium,Premium Debit,False,iOS App,mobile,0ec3279f1f104ec9af4039007683e529,230.34.109.165,0,False,0,False,"{'num_transactions': 1194, 'total_amount': 33161632.103286207, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3128706.5814003875}",False
TX_e1309153,CUST_15585,4665112293483161,2024-09-30 00:09:22.322423+00:00,Restaurant,casual,Red Lobster,304.47,AUD,Australia,Unknown City,medium,Premium Debit,False,iOS App,mobile,46adf05b28bc7dfbccb0f67ae09c02d1,102.60.225.51,0,False,0,False,"{'num_transactions': 807, 'total_amount': 20300593.812532637, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3313300.5400632303}",False
TX_e44c6dac,CUST_20920,4943138029707098,2024-09-30 00:09:24.720935+00:00,Grocery,physical,Safeway,255.97,GBP,UK,Unknown City,medium,Gold Credit,False,Android App,mobile,81bfd83dc6146543b241507a28d8a5c2,186.170.31.221,0,False,0,False,"{'num_transactions': 573, 'total_amount': 25491853.24761463, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 4358386.80097664}",False
TX_9be780c1,CUST_59192,5107042050296410,2024-09-30 00:09:25.144930+00:00,Grocery,physical,Kroger,151.55,EUR,Germany,Unknown City,medium,Basic Debit,False,Edge,web,d55d01d850f0fed7191b74681b8932d5,238.132.172.51,0,False,0,False,"{'num_transactions': 1166, 'total_amount': 21496682.577294607, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 940271.8693993276}",False
TX_f0201bca,CUST_50856,6563124348848908,2024-09-30 00:09:25.844404+00:00,Healthcare,medical,Lab Corp,383.07,EUR,France,Unknown City,medium,Premium Debit,False,Safari,web,56c864f4f814f4a98077dd5700427c11,248.230.163.231,0,False,0,False,"{'num_transactions': 1304, 'total_amount': 36752693.298188515, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3009418.2965212576}",False
TX_98dfbdd9,CUST_97121,4929276709426635,2024-09-30 00:09:26.637410+00:00,Education,online,MasterClass,9148.56,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,0e70bdf0ff2e16f3af8038752b1077db,16.245.41.211,1,False,0,False,"{'num_transactions': 652, 'total_amount': 17720919.574420534, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1277972.7424017028}",False
TX_7be4aceb,CUST_11572,6359869044140913,2024-09-30 00:09:26.798563+00:00,Gas,major,Mobil,94.49,MXN,Mexico,Unknown City,medium,Basic Debit,False,Firefox,web,7d5d2c54d2b93a462b5ce03c9c86ef9e,205.159.49.59,1,False,0,False,"{'num_transactions': 1597, 'total_amount': 73026603.05819634, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2001870.928007719}",True
TX_c22b616b,CUST_69282,377422026809724,2024-09-30 00:09:27.799799+00:00,Grocery,physical,Kroger,76591.57,RUB,Russia,Unknown City,medium,Gold Credit,False,iOS App,mobile,a236f2fb7d0440d56083df86b8ca441d,102.232.121.243,1,False,0,False,"{'num_transactions': 1438, 'total_amount': 32022923.334402617, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1741511.4766907895}",True
TX_d6f26324,CUST_79578,378048116615223,2024-09-30 00:09:27.835519+00:00,Retail,online,Etsy,1383.34,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Edge,web,39e1e94fa92a0a8f8f144116e0b0660a,237.122.29.53,1,False,0,False,"{'num_transactions': 395, 'total_amount': 38564515.816614136, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 2610531.0491487808}",False
TX_ea8116f8,CUST_30344,6051327575447976,2024-09-30 00:09:27.903914+00:00,Retail,physical,Costco,673.3,CAD,Canada,Unknown City,medium,Gold Credit,False,iOS App,mobile,dcec289561eab9e0c4d1ba41066a9faa,253.134.68.167,0,False,0,False,"{'num_transactions': 1700, 'total_amount': 64804372.18982765, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5875968.725171934}",False
TX_04a3cd7a,CUST_98431,372674215860257,2024-09-30 00:09:31.840229+00:00,Grocery,online,Walmart Grocery,6103.28,RUB,Russia,Unknown City,medium,Basic Debit,False,Chrome,web,36cf47f65afd9fb0ffaf85f9dd8d20aa,194.54.37.40,0,False,0,False,"{'num_transactions': 669, 'total_amount': 22165890.153569017, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1037581.5587665766}",False
TX_f7be8a15,CUST_78062,5084189222519935,2024-09-30 00:09:32.502619+00:00,Restaurant,fast_food,Taco Bell,9656.02,RUB,Russia,Unknown City,medium,Basic Debit,False,Chrome,web,8cc5f9faa953dabb0cbfa2a5ccb9e25b,113.177.140.82,1,False,0,False,"{'num_transactions': 152, 'total_amount': 2981036.3642898696, 'unique_merchants': 72, 'unique_countries': 12, 'max_single_amount': 658523.2040404548}",False
TX_cf2b3f93,CUST_44468,5052344426106462,2024-09-30 00:09:32.666661+00:00,Healthcare,pharmacy,Rite Aid,453022.3,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Edge,web,d39489297f8d1f05915ab8279bbcca6a,29.191.60.118,0,False,0,False,"{'num_transactions': 376, 'total_amount': 126933573.51698284, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1204736.2898713856}",False
TX_a412f796,CUST_57057,4815295998502929,2024-09-30 00:09:32.876050+00:00,Entertainment,events,StubHub,407.76,AUD,Australia,Unknown City,medium,Basic Debit,False,Safari,web,5c74ef62e84a2380ea4e0192703a83d6,200.180.45.99,0,True,0,False,"{'num_transactions': 17, 'total_amount': 658342.1874682899, 'unique_merchants': 16, 'unique_countries': 3, 'max_single_amount': 617380.0643949916}",False
TX_14ea4297,CUST_16373,6419983795183192,2024-09-30 00:09:33.074416+00:00,Gas,major,Texaco,1643.72,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Android App,mobile,d8049de35247b8f1204477d49b1a4dfb,63.88.13.206,0,False,0,False,"{'num_transactions': 1006, 'total_amount': 49933721.55109575, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3067799.3868076243}",False
TX_faf150c4,CUST_40231,6482934981412905,2024-09-30 00:09:34.693848+00:00,Restaurant,premium,Capital Grille,484.18,USD,USA,San Diego,medium,Gold Credit,False,iOS App,mobile,60ffbe2586eb42959d15d31f957dbd3f,115.162.35.77,0,False,0,False,"{'num_transactions': 303, 'total_amount': 7479595.75067793, 'unique_merchants': 91, 'unique_countries': 12, 'max_single_amount': 1963585.9060701635}",False
TX_015ea01e,CUST_58953,379481644463577,2024-09-30 00:09:35.260839+00:00,Restaurant,fast_food,Wendy's,93.55,AUD,Australia,Unknown City,medium,Basic Credit,False,iOS App,mobile,430076b022f44ad05d5bda5d651a0002,15.111.255.9,0,False,0,False,"{'num_transactions': 1569, 'total_amount': 39902765.41070824, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3148451.677382026}",False
TX_978c0d32,CUST_63915,5003432175155325,2024-09-30 00:09:36.777984+00:00,Entertainment,events,LiveNation,1369.63,BRL,Brazil,Unknown City,medium,Basic Credit,False,Chrome,web,decdf56832d5c588210133701ee3c2f2,151.242.98.168,0,True,0,False,"{'num_transactions': 849, 'total_amount': 15554290.730415847, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1211879.8755939235}",False
TX_6d668d42,CUST_43234,371578260341934,2024-09-30 00:09:37.527398+00:00,Gas,major,Texaco,170890.37,NGN,Nigeria,Unknown City,medium,Basic Credit,False,iOS App,mobile,434ca6dd0fdfb0462049f711b14d9fbb,112.181.81.239,0,False,0,False,"{'num_transactions': 1112, 'total_amount': 112281098.29428919, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1200144.875047188}",False
TX_4faa7e74,CUST_27871,5513560577663257,2024-09-30 00:09:39.155402+00:00,Travel,hotels,Sheraton,15054.05,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,141ce457ad3acc1c1ef050dd2f26efb2,235.247.209.46,0,True,0,False,"{'num_transactions': 1543, 'total_amount': 39948634.37529027, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2253911.0393408462}",False
TX_b219274a,CUST_64257,5477581062539608,2024-09-30 00:09:39.513431+00:00,Restaurant,premium,Morton's,5873.82,MXN,Mexico,Unknown City,medium,Gold Credit,False,Edge,web,c1074ea31424456aadcb78c020834cd2,254.123.39.247,0,False,0,False,"{'num_transactions': 626, 'total_amount': 17258500.35517746, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1806205.022674272}",False
TX_24f3bb74,CUST_15579,5749845043631632,2024-09-30 00:09:39.595531+00:00,Grocery,physical,Trader Joe's,116609.85,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Edge,web,848e5150bad373e98f9a6c2d8ce60798,193.188.25.225,0,False,0,False,"{'num_transactions': 1625, 'total_amount': 227107554.40958247, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1473951.1535424604}",False
TX_61ba6b89,CUST_32595,5746081588278356,2024-09-30 00:09:41.038271+00:00,Gas,local,Truck Stop,0.43,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Chrome,web,0793e7892ca8c65687cf7992d0baa3ec,81.142.103.43,1,False,0,False,"{'num_transactions': 744, 'total_amount': 23328108.665848386, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 980299.9737188077}",True
TX_300e5954,CUST_70781,5431978494904050,2024-09-30 00:09:42.326819+00:00,Entertainment,streaming,Amazon Prime,5554.45,RUB,Russia,Unknown City,medium,Platinum Credit,False,Firefox,web,42deb3774fc728174e5d16460a41bc36,191.73.139.24,0,True,0,False,"{'num_transactions': 774, 'total_amount': 61602925.02726471, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4749454.043309246}",False
TX_97a417c4,CUST_97149,4802380934486414,2024-09-30 00:09:42.453153+00:00,Healthcare,pharmacy,Rite Aid,665.51,SGD,Singapore,Unknown City,medium,Premium Debit,False,iOS App,mobile,981761595cbe322d028b83bcb8337dfe,185.20.167.236,0,False,0,False,"{'num_transactions': 1355, 'total_amount': 32215732.60408585, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1657437.4875106136}",False
